DE	3.6666666666666665	3.048697781330901	3.857142857142857	1.4285714285714286	0.021739130434782608	0.014337558776062739	0.04230118443316413	0.0	0.021739130434782608	0.01964993057103096	0.11727078891257996	0.0	0.08823529411764706	0.02110059972077435	0.1148036253776435	0.0	0.0	0.03042817997182311	0.2	0.0
NH	3.48	3.048697781330901	3.857142857142857	1.4285714285714286	0.005434782608695652	0.014337558776062739	0.04230118443316413	0.0	0.005434782608695652	0.01964993057103096	0.11727078891257996	0.0	0.029850746268656716	0.02110059972077435	0.1148036253776435	0.0	0.022388059701492536	0.03042817997182311	0.2	0.0
ME	3.4375	3.048697781330901	3.857142857142857	1.4285714285714286	0.028112449799196786	0.014337558776062739	0.04230118443316413	0.0	0.0	0.01964993057103096	0.11727078891257996	0.0	0.02185792349726776	0.02110059972077435	0.1148036253776435	0.0	0.01092896174863388	0.03042817997182311	0.2	0.0
OH	3.3785714285714286	3.048697781330901	3.857142857142857	1.4285714285714286	0.01216333622936577	0.014337558776062739	0.04230118443316413	0.0	0.015638575152041704	0.01964993057103096	0.11727078891257996	0.0	0.045563549160671464	0.02110059972077435	0.1148036253776435	0.0	0.017985611510791366	0.03042817997182311	0.2	0.0
RI	3.272727272727273	3.048697781330901	3.857142857142857	1.4285714285714286	0.0	0.014337558776062739	0.04230118443316413	0.0	0.013333333333333334	0.01964993057103096	0.11727078891257996	0.0	0.037037037037037035	0.02110059972077435	0.1148036253776435	0.0	0.0	0.03042817997182311	0.2	0.0
TX	3.2330827067669174	3.048697781330901	3.857142857142857	1.4285714285714286	0.013224426293271101	0.014337558776062739	0.04230118443316413	0.0	0.0066122131466355505	0.01964993057103096	0.11727078891257996	0.0	0.026831785345717233	0.02110059972077435	0.1148036253776435	0.0	0.016511867905056758	0.03042817997182311	0.2	0.0
MA	3.192982456140351	3.048697781330901	3.857142857142857	1.4285714285714286	0.011061946902654867	0.014337558776062739	0.04230118443316413	0.0	0.06415929203539823	0.01964993057103096	0.11727078891257996	0.0	0.1148036253776435	0.02110059972077435	0.1148036253776435	0.0	0.0030211480362537764	0.03042817997182311	0.2	0.0
MI	3.1913043478260867	3.048697781330901	3.857142857142857	1.4285714285714286	0.01662971175166297	0.014337558776062739	0.04230118443316413	0.0	0.05432372505543237	0.01964993057103096	0.11727078891257996	0.0	0.057750759878419454	0.02110059972077435	0.1148036253776435	0.0	0.0243161094224924	0.03042817997182311	0.2	0.0
IL	3.1320754716981134	3.048697781330901	3.857142857142857	1.4285714285714286	0.01579778830963665	0.014337558776062739	0.04230118443316413	0.0	0.04344391785150079	0.01964993057103096	0.11727078891257996	0.0	0.05894736842105263	0.02110059972077435	0.1148036253776435	0.0	0.021052631578947368	0.03042817997182311	0.2	0.0
PA	3.0067567567567566	3.048697781330901	3.857142857142857	1.4285714285714286	0.014592274678111588	0.014337558776062739	0.04230118443316413	0.0	0.030901287553648068	0.01964993057103096	0.11727078891257996	0.0	0.027251184834123223	0.02110059972077435	0.1148036253776435	0.0	0.017772511848341232	0.03042817997182311	0.2	0.0
